Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Hdop,Altitude,UTM_easting,UTM_northing,Zone,Letter
1675698825.1040318,118,57227,57227,GPS1_Frame,42.337127499999994,-71.09032499999999,1.09,18.9,327797.40776652214,4689324.300794423,19,T
1675698826.1039524,119,57228,57228,GPS1_Frame,42.337125833333324,-71.09032466666666,1.09,18.9,327797.4306785236,4689324.1150487205,19,T
1675698827.1008515,120,57229,57229,GPS1_Frame,42.337124333333335,-71.0903245,1.09,19.1,327797.4403147646,4689323.948147614,19,T
1675698828.1004746,121,57230,57230,GPS1_Frame,42.337122833333325,-71.09032416666668,1.09,19.1,327797.4636817074,4689323.780908977,19,T
1675698829.0969312,122,57231,57231,GPS1_Frame,42.337121833333335,-71.09032366666666,1.09,19.2,327797.50214418455,4689323.668854007,19,T
1675698830.0928652,123,57232,57232,GPS1_Frame,42.337120500000005,-71.09032350000001,1.09,19.4,327797.5122353649,4689323.520459963,19,T
1675698831.0921474,124,57233,57233,GPS1_Frame,42.33711816666667,-71.09032366666666,1.09,19.7,327797.49213549576,4689323.26169859,19,T
1675698832.0913467,125,57234,57234,GPS1_Frame,42.33711616666666,-71.09032383333333,1.09,20.0,327797.4729455046,4689323.039951344,19,T
1675698833.0892735,126,57235,57235,GPS1_Frame,42.33711433333333,-71.09032416666668,1.09,20.4,327797.440479742,4689322.837048691,19,T
1675698834.0882802,127,57236,57236,GPS1_Frame,42.337112833333336,-71.0903245,1.09,20.7,327797.4089238653,4689322.671160169,19,T
1675698835.0879529,128,57237,57237,GPS1_Frame,42.337111500000006,-71.09032483333334,1.09,20.9,327797.3778229238,4689322.52377871,19,T
1675698836.0823758,129,57238,57238,GPS1_Frame,42.33711083333333,-71.09032499999999,1.09,20.8,327797.3622724537,4689322.450087978,19,T
1675698837.0842683,130,57239,57239,GPS1_Frame,42.3371105,-71.09032499999999,1.09,20.7,327797.3613625725,4689322.41307385,19,T
1675698838.087102,131,57240,57240,GPS1_Frame,42.33711033333334,-71.09032516666666,1.09,20.5,327797.347176924,4689322.394904315,19,T
1675698839.0837054,132,57241,57241,GPS1_Frame,42.33711083333333,-71.09032533333334,1.09,20.3,327797.3348110381,4689322.450763035,19,T
1675698840.0838137,133,57242,57242,GPS1_Frame,42.337111500000006,-71.0903255,1.09,20.2,327797.3229000933,4689322.525128823,19,T
1675698841.0872016,134,57243,57243,GPS1_Frame,42.337112833333336,-71.09032566666666,1.09,20.0,327797.3128089118,4689322.673522865,19,T
1675698842.078449,135,57244,57244,GPS1_Frame,42.33711433333333,-71.09032566666666,1.09,19.7,327797.31690337876,4689322.840086445,19,T
1675698843.0762196,136,57245,57245,GPS1_Frame,42.337115499999996,-71.09032566666666,1.09,19.4,327797.3200879643,4689322.9696358945,19,T
1675698844.076909,137,57246,57246,GPS1_Frame,42.3371165,-71.0903255,1.09,19.2,327797.3365483157,4689323.080340753,19,T
1675698845.0792065,138,57247,57247,GPS1_Frame,42.33711766666667,-71.09032533333334,1.09,19.0,327797.3534636074,4689323.209552677,19,T
1675698846.07316,139,57248,57248,GPS1_Frame,42.337118833333335,-71.09032516666666,1.09,18.8,327797.3703788987,4689323.3387646,19,T
1675698847.075795,140,57249,57249,GPS1_Frame,42.337120166666665,-71.09032516666666,1.09,18.5,327797.3740184245,4689323.486821115,19,T
1675698848.074049,141,57250,57250,GPS1_Frame,42.337121833333335,-71.09032466666666,1.09,18.2,327797.41975994804,4689323.670879176,19,T
1675698849.0664477,142,57251,57251,GPS1_Frame,42.337124333333335,-71.09032433333333,1.09,18.0,327797.4540454695,4689323.9478100855,19,T
